id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
sherm101,Sherlock,Monk,R,R,PIR,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19271016,19271030,1927
smauo101,Smaulding,Owen,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
smitc110,Smith,Clarence,R,R,ACY,8,0,0,0,0,0,0,0,0,0,0,8,8,0,2,0,19271001,19271021,1927
smitm106,Smith,Milton,B,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
smitu102,Smith,,?,?,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
smitu102,Smith,,?,?,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
speac101,Spearman,Charlie,B,R,HOM,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19271004,19271010,1927
speaw101,Spearman,Willie,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
stamh101,Stamps,Hulon,?,L,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
starj102,Starks,Jim,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
starj102,Starks,Jim,?,?,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
statj101,Statz,Jigger,R,R,PIR,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19271016,19271016,1927
stepf101,Stephens,Frank,?,L,SSN,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19270730,19270730,1927
stepj105,Stephens,Jake,R,R,HIL,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19270509,19271030,1927
stres101,Streeter,Sam,R,L,BIR,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19270919,19270925,1927
stroj103,Strong,Joe,L,R,BLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19270731,19270731,1927
suttm101,Suttles,Mule,R,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
sweag101,Sweatt,George,R,R,CAG,15,0,0,0,0,1,1,0,0,5,7,3,14,0,0,0,19270730,19271013,1927
taylb108,Taylor,Ben,L,L,BLS,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19270515,19271030,1927
taylj105,Taylor,Candy Jim,R,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
thomc103,Thomas,Clint,R,R,HIL,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19270731,19271030,1927
thoms104,Thompson,Sandy,L,R,BIR,4,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,19270815,19270925,1927
tomlu101,Tomlin,,?,?,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
trent101,Trent,Ted,R,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
turnc101,Turner,Cool,R,R,ACY,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19271001,19271013,1927
turnc101,Turner,Cool,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
tyles101,Tyler,Steel Arm,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
tyles101,Tyler,Steel Arm,?,R,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
unglr101,Unglaub,Robert,?,?,ASB,4,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,19271009,19271030,1927
vancc102,Vance,Columbus,B,L,BIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
vargt101,Vargas,Tetelo,R,R,CUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
vaugh102,Vaughn,Harry,B,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
walka101,Walker,Admiral,R,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
wardp104,Ward,Pinky,?,?,BIR,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19270919,19270925,1927
wardp104,Ward,Pinky,?,?,MEM,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,19270814,19270814,1927
warff101,Warfield,Frank,R,R,HIL,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19270509,19271030,1927
washj101,Washington,Jasper,R,R,HOM,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19271004,19271010,1927
washn101,Washington,Namon,?,R,HIL,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19270509,19270509,1927
washp101,Washington,Pete,R,L,BLS,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19270515,19271009,1927
watet101,Waters,Ted,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
wellw101,Wells,Willie,R,R,SSN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19270730,19270730,1927
weslc101,Wesley,Charles,R,R,MEM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19270814,19270814,1927
whitc103,White,Chaney,R,L,ACY,10,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,19271001,19271021,1927
whitc103,White,Chaney,R,L,BLS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19271030,19271030,1927
wilkr101,Wilkinson,Roy,R,R,PIR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19271030,19271030,1927
willb107,Williams,Bobby,R,R,HOM,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,19271005,19271007,1927
willc105,Williams,Charlie,?,R,CAG,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19270730,19271013,1927
willd113,Williams,Dock,?,?,BIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
willd113,Williams,Dock,?,?,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
willh104,Williams,Henry,R,R,SSN,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19270730,19270730,1927
willj109,Williams,Joe,R,R,HOM,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19271008,19271010,1927
willj116,Williams,John,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
willl105,Williams,Lefty,L,L,HOM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19271007,19271007,1927
willp103,Williams,Poindexter,R,R,BIR,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19270815,19270924,1927
willu102,Williams,,?,?,ACY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
wilsh102,Wilson,Hack,R,R,ASB,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19271023,19271030,1927
wilsj106,Wilson,Jud,L,R,BLS,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19270515,19270731,1927
wintn101,Winters,Nip,L,L,HIL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19270509,19270509,1927
yancb101,Yancey,Bill,R,R,HIL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19270509,19270509,1927
yokel101,Yokely,Laymon,R,R,BLS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19270515,19271030,1927
younm101,Young,Maurice,?,R,KCM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
yount101,Young,Tom,L,R,KCM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19270815,19270815,1927
younw102,Young,W.P.,?,R,HOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
zompc101,Zomphier,Charles,?,R,BIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927
zompc101,Zomphier,Charles,?,R,SSN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19270730,19270730,1927
allen102,Allen,Newt,R,R,CLG,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19281007,19281007,1928
artib101,Artigiani,Ben,R,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281014,19281014,1928
beckj104,Beckwith,John,R,R,BLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19281021,19281021,1928
beckj104,Beckwith,John,R,R,HOM,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19281007,19281013,1928
bellj103,Bell,Cool Papa,B,L,SSN,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,19280729,19281005,1928
birdj101,Bird,Joe,B,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
bishm102,Bishop,Max,L,R,ASB,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19281007,19281028,1928
blanu101,Blank,,?,?,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
bobow101,Bobo,Willie,L,L,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
boggg101,Boggs,George,L,L,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
brayj101,Bray,James,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
brewc102,Brewer,Chet,B,R,CLG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281007,19281007,1928
brigo101,Briggs,Otto,L,R,HIL,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,19281006,19281008,1928
britg103,Britt,George,R,R,HOM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281013,19281013,1928
browj111,Brown,Jim,B,R,CAG,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19281002,19281005,1928
brows104,Brown,Scrappy,?,R,BLS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19281028,19281028,1928
bushj102,Bush,Joe,R,R,MLS,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
cadej101,Cade,Joe,?,R,CLG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281007,19281007,1928
caldb102,Calderon,Benito,?,?,HOM,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281009,19281013,1928
campb104,Campbell,Bullet,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
cannr102,Cannon,Richard,?,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
cannw101,Cannady,Walter,R,R,BLS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19281021,19281021,1928
cannw101,Cannady,Walter,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
cannw101,Cannady,Walter,R,R,HOM,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19281007,19281013,1928
cartc101,Carter,Cliff,?,R,HIL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281008,19281008,1928
charo101,Charleston,Oscar,L,L,BLS,4,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,19281007,19281028,1928
charo101,Charleston,Oscar,L,L,HIL,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,19281006,19281008,1928
charp102,Charleston,Porter,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
clarb107,Clarke,Bob,R,R,BLS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281021,19281028,1928
cobbw101,Cobb,W.,?,?,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
cockp101,Cockrell,Phil,R,R,HIL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281006,19281006,1928
coleg102,Coleman,Gilbert,?,?,CLG,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19281007,19281007,1928
collu101,Collins,,?,?,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
coopd101,Cooper,Darltie,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
cread101,Creacy,Dewey,R,R,SSN,9,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,19280729,19281005,1928
cromn101,Crompton,Ned,L,L,MLS,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,19281006,19281008,1928
currr101,Curry,Reuben,R,R,DT1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
dalle101,Dallard,Eggie,L,R,HIL,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,19281006,19281008,1928
davia101,Davis,Albert,?,R,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
david104,Davis,Ducky,?,R,ASB,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281014,19281014,1928
davir103,Davis,Roosevelt,R,R,SSN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19280922,19280922,1928
davis103,Davis,Steel Arm,L,L,CAG,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,19280922,19281005,1928
day-c102,Day,Connie,R,R,CLG,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
demob102,DeMoss,Bingo,R,R,DT1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
dihim101,Dihigo,Martin,R,R,HOM,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19281007,19281013,1928
dixor101,Dixon,Rap,R,R,BLS,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19281007,19281014,1928
duket102,Dukes,Tommie,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
dumon101,Dumovich,Nick,L,L,PIR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
egglm101,Eggleston,Mack,B,R,BLS,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281028,19281028,1928
ellir105,Ellis,Rocky,?,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
emerj101,Emerson,Jeff,R,R,MLS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
ewinb103,Ewing,Buck,L,R,HOM,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19281007,19281012,1928
farrl101,Farrell,Luther,L,L,BLS,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19281007,19281028,1928
forcb101,Force,Bill,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
fostw101,Foster,Willie,B,L,CAG,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19280922,19281005,1928
foxxj101,Foxx,Jimmie,R,R,ASB,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19281021,19281028,1928
gardj102,Gardner,Jelly,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
gardj102,Gardner,Jelly,L,R,HOM,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,19281007,19281013,1928
gasta101,Gaston,Alex,R,R,PIR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
grahd102,Graham,Dennis,L,?,HOM,7,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,19281007,19281013,1928
greej107,Green,Julius,?,L,CLG,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19281007,19281007,1928
grovl101,Grove,Lefty,L,L,ASB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281014,19281014,1928
haasm101,Haas,Mule,L,R,MLS,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19281006,19281008,1928
haler102,Haley,Red,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
hancc101,Hancock,Charlie,?,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
hanef101,Haney,Fred,R,R,PIR,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19281007,19281007,1928
hardh102,Harding,Halley,B,R,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
harng101,Harney,George,R,R,CAG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19281004,19281004,1928
harrm103,Harris,Mo,?,R,HOM,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19281009,19281009,1928
harrv102,Harris,Vic,L,R,HOM,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,19281007,19281013,1928
hastu101,Hastings,,?,?,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
hawkl101,Hawkins,Lemuel,L,R,CAG,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19280922,19281005,1928
hayeb104,Hayes,Bun,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
hensl101,Hensley,Logan,R,R,SSN,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19280924,19281004,1928
hermb102,Herman,Babe,L,L,PIR,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
hinej101,Hines,John,R,R,CAG,9,0,0,0,8,0,0,0,0,2,0,0,2,0,0,0,19280922,19281005,1928
hollc103,Holloway,Crush,B,R,BLS,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19281007,19281021,1928
holsf101,Holsey,Frog,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
hubbj101,Hubbard,Jesse,L,R,BLS,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281021,19281028,1928
huffi101,Hufft,Irvin,?,?,PIR,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281007,19281007,1928
hursd101,Hurst,Don,L,L,MLS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281006,19281006,1928
jackd102,Jackson,Dick,?,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
jacks103,Jackson,Sanford,R,R,CAG,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,19280922,19281005,1928
jeffh102,Jeffries,Harry,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
jenkf102,Jenkins,Fats,L,L,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
johnc107,Johnson,Claude,R,R,DT1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19280729,19280729,1928
johnj108,Johnson,Judy,R,R,HIL,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19281006,19281008,1928
johnu101,Johnson,,?,?,HOM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281014,19281014,1928
johnw103,Johnston,Wade,L,L,DT1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19280729,19280729,1928
joner104,Jones,Ruben,L,R,CAG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19280925,19281005,1928
leacf101,Leach,Freddy,L,R,MLS,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,19281006,19281008,1928
leonb102,Leonard,Bobo,?,?,HOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
leriw101,Lerian,Walt,R,R,ASB,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281021,19281028,1928
lewig101,Lewis,Grover,R,R,HOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
lewij103,Lewis,Joe,R,R,HIL,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
lindc105,Lindsay,Clarence,B,R,BLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19281028,19281028,1928
lindc105,Lindsay,Clarence,B,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
lucij101,Luciano,Joe,L,R,MLS,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19281006,19281008,1928
lundd103,Lundy,Dick,B,R,BLS,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19281007,19281028,1928
mackb102,Mackey,Biz,B,R,BLS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19281007,19281014,1928
mackb102,Mackey,Biz,B,R,HIL,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
maisf101,Maisel,Fritz,R,R,ASB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19281014,19281014,1928
maisg101,Maisel,George,R,R,ASB,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,19281007,19281028,1928
malad101,Malarcher,Dave,B,R,CAG,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19280922,19281005,1928
marsj103,Marshall,Jack,R,R,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
marts104,Martin,Stack,?,R,DT1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
masoc102,Mason,Charlie,?,?,BLS,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,19281021,19281028,1928
mccae101,McCann,Emmet,R,R,MLS,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19281006,19281008,1928
mcclb103,McClure,Bob,R,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
mcdol102,McDonald,Luther,?,R,SSN,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19280922,19280925,1928
mcdow101,McDonald,Webster,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
mcdow101,McDonald,Webster,L,R,HOM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281010,19281010,1928
mcmuh101,McMullen,Hugh,B,R,PIR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
mcnah101,McNair,Hurley,L,L,DT1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19280729,19280729,1928
meusb101,Meusel,Bob,R,R,PIR,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19281007,19281007,1928
mille107,Miller,Eddie,?,R,CAG,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19280924,19280930,1928
mitcg101,Mitchell,George,R,R,DT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
mooee101,Mooers,Eddie,?,R,ASB,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19281007,19281028,1928
moora103,Moore,Al,R,R,ASB,4,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,19281007,19281028,1928
morer102,Morehart,Ray,L,R,PIR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
mothd101,Mothell,Dink,B,R,CLG,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
murrm102,Murray,Mitchell,R,R,CAG,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19280930,19281005,1928
murrm102,Murray,Mitchell,R,R,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
myere101,Myers,Elmer,R,R,MLS,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,19281006,19281008,1928
neunj101,Neun,Johnny,B,L,ASB,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19281007,19281028,1928
ogdej101,Ogden,Jack,R,R,ASB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281021,19281021,1928
orang101,Orange,Grady,?,R,DT1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19280729,19280729,1928
oweno101,Owens,Oscar,R,R,HOM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281009,19281009,1928
padge101,Padgett,Ernie,R,R,MLS,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19281006,19281008,1928
palmc101,Palm,Clarence,R,R,SSN,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19280729,19280930,1928
parku101,Parker,,?,?,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
picke101,Pick,Eddie,B,R,PIR,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19281007,19281007,1928
portd101,Porter,Dick,L,R,ASB,4,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,19281007,19281028,1928
poweu101,Powell,,?,?,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
powew101,Powell,Willie,L,R,CAG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19280923,19280923,1928
pullo101,Pullen,O`Neal,R,R,CLG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
radct101,Radcliffe,Ted,R,R,DT1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
reduw101,Redus,Wilson,R,R,SSN,8,0,0,0,0,0,0,0,0,8,0,1,8,0,0,0,19280729,19281005,1928
reesj102,Reese,John,R,?,SSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
rilee101,Rile,Ed,L,R,DT1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
rober106,Roberts,Rags,?,R,HOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
rogab101,Rogan,Bullet,R,R,CLG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281007,19281007,1928
rogen101,Rogers,Nat,L,R,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
romme101,Rommel,Eddie,R,R,ASB,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19281007,19281028,1928
russb101,Russell,Branch,L,R,SSN,8,0,0,0,0,0,0,1,0,0,0,8,8,0,0,0,19280729,19281005,1928
russj105,Russell,John Henry,R,R,SSN,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,19280729,19281005,1928
russp102,Russ,Pythias,R,R,CAG,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19280922,19281005,1928
ryanr102,Ryan,Red,R,R,HIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
shawt101,Shaw,Ted,R,L,DT1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19280729,19280729,1928
sherm101,Sherlock,Monk,R,R,PIR,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19281007,19281007,1928
smauo101,Smaulding,Owen,?,?,CAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
smitc108,Smith,Cleo,L,R,BLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928
smits102,Smith,Sherry,R,L,MLS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19281008,19281008,1928
spald101,Spalding,Dick,L,L,ASB,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19281007,19281007,1928
