id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
doerh101,Doerr,Hal,R,R,PRK,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19451003,19451021,1945
dougj102,Douglas,Jesse,L,R,CAG,40,0,0,0,0,0,21,9,4,0,0,0,0,0,0,0,19450417,19450914,1945
dougj102,Douglas,Jesse,L,R,KCR,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19451021,19451024,1945
drakr101,Drake,Reinaldo,L,L,CIA,22,0,0,0,0,0,0,0,0,10,4,5,18,0,1,0,19450504,19450920,1945
duckm101,Duckett,Mahlon,R,R,PH5,45,0,0,0,0,0,30,13,3,0,0,0,0,0,0,0,19450506,19450927,1945
duckm101,Duckett,Mahlon,R,R,PHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945
duket102,Dukes,Tommie,L,R,CAG,40,1,0,1,36,1,0,0,0,0,0,0,0,0,1,0,19450610,19450925,1945
duncf102,Duncan,Frank,R,R,KCM,21,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,19450413,19450920,1945
duncf103,Duncan,Frank,R,R,BLG,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19450525,19450831,1945
ellib103,Elliott,Bob,R,R,ASF,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19451024,19451024,1945
ellib103,Elliott,Bob,R,R,PRK,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19451021,19451021,1945
ellib103,Elliott,Bob,R,R,VDA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19451009,19451009,1945
evanf101,Evans,Felix,R,R,MEM,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19450802,19450822,1945
farmg101,Farmer,Greene,L,R,CIA,3,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,19450708,19450712,1945
farmg101,Farmer,Greene,L,R,NY6,8,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,19450716,19450909,1945
feldb101,Felder,Buck,R,R,BIR,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,19450807,19450914,1945
feldb101,Felder,Buck,R,R,MEM,8,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,19450415,19450716,1945
fellb101,Feller,Bob,R,R,ASF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451024,19451024,1945
fellb101,Feller,Bob,R,R,PRK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451003,19451003,1945
fergb102,Ferguson,Bob,R,R,PRK,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19450926,19450926,1945
fernb101,Fernandez,Bernard,R,R,PH5,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19450804,19450826,1945
fernb101,Fernandez,Bernard,R,R,PHB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450625,19450625,1945
fillj101,Fillmore,Joe,R,R,PH5,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19450807,19450916,1945
fincr101,Finch,Rayford,?,L,CVB,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19450424,1945
fordj101,Ford,Jimmy,R,R,MEM,22,0,0,0,0,0,3,8,0,2,0,4,6,0,1,0,19450415,19450903,1945
forrp101,Forrest,Percy,R,R,NY5,9,8,5,3,0,0,0,0,0,1,1,0,2,0,0,0,19450530,19450920,1945
gabrl101,Gabrielson,Len,L,L,ASF,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19451024,19451024,1945
gabrl101,Gabrielson,Len,L,L,PRK,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19450926,19451021,1945
gainj102,Gaines,Jonas,R,L,BLG,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19450903,19450930,1945
garca101,Garcia,Angel,?,L,CIA,23,23,22,1,0,0,0,0,0,0,0,0,0,0,0,0,19450605,19450927,1945
garca101,Garcia,Angel,?,L,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450923,19450923,1945
garrg103,Garrido,Gil,R,R,NY6,26,0,0,0,0,0,6,13,5,0,0,0,0,0,0,0,19450506,19450930,1945
garrs101,Garrett,Spike,?,?,MEM,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19450429,19450521,1945
gastr101,Gaston,Robert,R,R,HOM,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19450623,19450911,1945
geraa101,Gerard,Alphonso,L,L,NY5,30,0,0,0,0,0,0,0,0,2,0,27,29,0,0,0,19450512,19450903,1945
gibsj101,Gibson,Josh,R,R,HOM,72,0,0,0,65,2,0,0,0,0,0,2,2,0,1,0,19450506,19450928,1945
gibsj101,Gibson,Josh,R,R,NAS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
gipsa101,Gipson,Alvin,R,R,BIR,11,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,19450401,19450624,1945
glenh103,Glenn,Hubert,L,R,PH5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19450630,19450708,1945
glens101,Glenn,Stanley,R,R,PH5,14,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,19450630,19450903,1945
glovt101,Glover,Tom,R,L,ASE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
glovt101,Glover,Tom,R,L,BLG,17,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,19450415,19450801,1945
gonzu101,Gonzalez,,?,?,CIA,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,19450802,19450828,1945
gracw101,Grace,Willie,B,R,CVB,28,0,0,0,0,3,0,0,0,4,0,20,24,0,0,0,19450408,19450923,1945
grayc104,Gray,Chesley,L,R,KCM,20,0,0,0,15,0,1,0,0,2,1,0,3,0,0,0,19450723,19450920,1945
greej108,Greene,Joe,R,R,KCM,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19450726,19450726,1945
gregh102,Gregg,Hal,R,R,CDA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
grift104,Griffith,Ted,?,?,NW2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19450614,19450614,1945
gulln101,Gulley,Nap,L,L,CVB,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19450413,19450513,1945
hairs101,Hairston,Sam,R,R,CIA,58,0,0,0,45,0,0,11,0,0,0,0,0,0,1,0,19450416,19450930,1945
hardl104,Harden,Lovell,R,R,CVB,17,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19450903,1945
hardp102,Hardy,Paul,R,R,BIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19451021,19451021,1945
hardw101,Hardy,Walter,R,R,NY5,24,0,0,0,0,0,14,0,6,0,1,0,1,0,0,0,19450512,19450927,1945
harpd101,Harper,Dave,R,R,KCM,10,0,0,0,0,0,0,0,0,1,9,0,10,0,0,0,19450408,19450531,1945
harpu101,Harper,,?,?,BIR,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19450527,19450527,1945
harrv102,Harris,Vic,L,R,HOM,24,0,0,0,0,0,1,0,0,6,1,0,7,0,9,0,19450520,19450926,1945
harrw101,Harris,Wilmer,R,R,PH5,20,18,13,5,0,0,0,0,0,0,0,0,0,0,0,1,19450612,19450927,1945
harvb101,Harvey,Bill,L,L,BLG,9,6,1,5,0,0,0,0,0,0,0,1,1,0,1,0,19450818,19450930,1945
harvb102,Harvey,Bob,L,R,BIR,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19450930,19450930,1945
harvb102,Harvey,Bob,L,R,NNS,4,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,19451007,19451014,1945
harvb102,Harvey,Bob,L,R,NW2,32,1,0,1,0,0,0,0,0,0,1,27,28,0,0,0,19450506,19450916,1945
hayns101,Haynes,Sammy,R,R,KCM,52,0,0,0,46,6,0,0,0,0,0,0,0,0,0,0,19450408,19450930,1945
haywb102,Haywood,Buster,R,R,CIA,42,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,19450422,19450919,1945
haywb102,Haywood,Buster,R,R,KCR,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19450926,19451024,1945
hedib101,Hedington,Bob,R,?,PRK,3,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,19450926,19451021,1945
heuse101,Heusser,Ed,B,R,VDA,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451009,1945
hillj104,Hill,Jimmy,L,L,NW2,11,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,19450520,19450903,1945
hinta101,Hinton,Archie,R,R,BLG,19,12,8,4,0,0,0,3,1,0,0,0,0,0,0,0,19450415,19450927,1945
holls102,Holly,Stamp,L,?,BIR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450927,19450927,1945
holmp101,Holmes,Philly,L,R,CIA,17,0,0,0,0,0,11,0,0,1,0,0,1,0,0,0,19450708,19450920,1945
holmp101,Holmes,Philly,L,R,NY5,14,0,0,0,0,0,8,0,4,0,1,0,1,0,0,0,19450512,19450624,1945
holmt101,Holmes,Tommy,L,L,CDA,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,19451014,19451014,1945
hoodd102,Hood,Dozier,R,R,KCM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
hookl101,Hooker,Leniel,R,R,NNS,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451014,1945
hookl101,Hooker,Leniel,R,R,NW2,14,14,11,3,0,0,0,0,0,0,0,0,0,0,0,0,19450606,19450902,1945
hopke101,Hopkins,Emmett,?,?,NW2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,19450513,19450614,1945
hornb101,Horne,Billy,R,R,CVB,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19450429,19450506,1945
hoskb101,Hoskins,Bill,L,R,BLG,57,0,0,0,0,0,1,0,0,55,0,0,55,0,0,0,19450415,19450909,1945
hoskb101,Hoskins,Bill,L,R,KCR,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,19451003,19451024,1945
hoskd101,Hoskins,Dave,L,R,HOM,59,7,3,4,0,0,0,3,0,1,2,43,45,0,0,0,19450506,19450926,1945
housc103,House,Charley,R,R,HOM,11,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,19450712,19450826,1945
howac102,Howard,Carrenza,R,R,NY6,13,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19450708,1945
hubbj101,Hubbard,Jesse,L,R,KCR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19451010,19451010,1945
hubej101,Huber,John,L,R,BIR,32,25,16,9,6,0,0,0,0,0,0,0,0,0,0,0,19450401,19450924,1945
humbc101,Humber,Charlie,R,R,NW2,25,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,19450530,19450916,1945
hydec101,Hyde,Cowan,R,R,MEM,23,0,0,0,0,0,0,0,0,1,0,19,20,0,0,0,19450415,19450919,1945
irvim101,Irvin,Monte,R,R,NNS,4,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0,19451007,19451014,1945
irvim101,Irvin,Monte,R,R,NW2,7,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,19450819,19450930,1945
jackb104,Jackson,Bozo,L,R,HOM,9,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,19450819,19450926,1945
jackj104,Jackson,Jelly,R,R,HOM,55,0,0,0,0,0,45,0,5,0,0,0,0,0,0,1,19450512,19450926,1945
jacks105,Jackson,Sam,?,?,CAG,5,1,1,0,0,3,0,0,0,0,0,0,0,0,3,0,19450417,19450520,1945
jeffe101,Jefferson,Eddie,?,?,PH5,7,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19450813,19450910,1945
jeffg102,Jefferson,George,R,R,CVB,29,25,20,5,0,0,0,0,0,0,0,2,2,0,0,0,19450408,19450923,1945
jeffw101,Jefferson,Willie,R,R,CVB,24,23,17,6,0,0,0,1,0,0,0,0,0,0,0,0,19450408,19450923,1945
jessg101,Jessup,Gentry,R,R,ASW,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
jessg101,Jessup,Gentry,R,R,CAG,39,38,27,11,0,0,0,0,0,0,0,0,0,0,0,1,19450408,19450916,1945
jessg101,Jessup,Gentry,R,R,SAS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
jeths101,Jethroe,Sam,B,R,CVB,44,0,0,0,7,1,0,2,0,1,25,0,26,0,0,0,19450429,19450923,1945
jeths101,Jethroe,Sam,B,R,SAS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19451007,19451007,1945
johnb115,Johnson,Bill,R,R,PH5,9,0,0,0,4,0,0,0,0,2,0,3,5,0,1,0,19450505,19450927,1945
johnb115,Johnson,Bill,R,R,PHB,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19450625,19450625,1945
johnf106,Johnson,Fred,?,?,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450506,19450506,1945
johnj110,Johnson,Johnny,?,R,NY5,11,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,19450520,19450927,1945
johnl105,Johnson,Leaman,R,R,MEM,19,0,0,0,0,0,1,3,13,0,0,0,0,0,0,0,19450702,19450903,1945
johnm104,Johnson,M.,?,?,MEM,9,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19450719,19450925,1945
jonea103,Jones,Al,R,R,MEM,22,21,16,5,1,0,0,0,0,0,0,0,0,0,0,0,19450408,19450820,1945
jonec108,Jones,Casey,L,R,MEM,62,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,19450408,19451008,1945
jonec109,Jones,Collins,B,R,BIR,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,19450527,19450930,1945
jonee103,Jones,Eugene,L,L,PH5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19450813,19450813,1945
joycb102,Joyce,Bob,R,R,SPZ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451021,19451021,1945
kellw103,Kelly,William,?,?,NY5,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19450506,19450617,1945
kerrb101,Kerr,Buddy,R,R,CDA,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19451007,19451014,1945
kessu101,Kessler,,?,?,BLG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19450624,19450624,1945
keyer101,Keyes,Robert,L,L,MEM,16,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19451008,1945
kimbh102,Kimbro,Henry,L,R,BLG,62,0,0,0,0,0,0,1,0,0,59,0,59,0,0,0,19450415,19450930,1945
kimbl101,Kimbrough,Larry,B,B,PH5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450520,19450520,1945
kingr101,King,Richard,R,R,CIA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19450920,19450920,1945
kingw102,King,Wilbert,?,?,CAG,19,0,0,0,0,0,13,1,1,0,0,1,1,0,0,1,19450417,19450718,1945
klutc101,Kluttz,Clyde,R,R,CDA,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19451007,19451014,1945
kuncu101,Kunce,,?,?,NY5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450917,19450917,1945
kurow101,Kurowski,Whitey,R,R,CDA,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19451007,19451014,1945
lamaj102,LaMarque,Jim,L,L,CIA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450923,19450923,1945
lamaj102,LaMarque,Jim,L,L,KCM,32,24,19,5,0,1,0,0,0,2,2,0,4,0,1,0,19450415,19450927,1945
larue101,LaRue,Eddie,?,R,KCM,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19450409,19450410,1945
lawsp101,Lawson,Phelbert,?,?,CVB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450801,19450801,1945
leonb101,Leonard,Buck,L,L,ASE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
leonb101,Leonard,Buck,L,L,HOM,54,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,19450512,19450926,1945
leonb101,Leonard,Buck,L,L,NAS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
leonb101,Leonard,Buck,L,L,NY6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19451004,19451004,1945
lewij105,Lewis,John,?,?,HOM,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450523,19450523,1945
ligor101,Ligon,Rufus,?,L,MEM,12,11,1,10,0,0,0,0,0,0,0,0,0,0,0,0,19450608,19450902,1945
linar101,Linares,Rogelio,L,L,ASE,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19450729,19450729,1945
linar101,Linares,Rogelio,L,L,NY6,33,0,0,0,0,4,0,0,0,9,17,0,26,0,0,0,19450401,19450930,1945
lockc102,Locke,Clarence,R,R,CAG,13,8,4,4,0,4,0,0,0,0,0,0,0,0,0,0,19450608,19450925,1945
locke101,Locke,Eddie,L,R,KCM,9,7,5,2,0,0,0,0,0,2,0,0,2,0,0,0,19450409,19450611,1945
lockl101,Lockett,Lester,R,R,ASW,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19450729,19450729,1945
lockl101,Lockett,Lester,R,R,BIR,38,1,1,0,0,0,2,9,0,15,5,0,19,0,0,0,19450401,19451008,1945
lockl101,Lockett,Lester,R,R,PHB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19450625,19450625,1945
longe101,Long,Emory,R,R,KCM,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19450426,19450509,1945
longr102,Longley,Red,R,R,MEM,37,0,0,0,16,3,0,16,0,2,0,1,3,0,0,0,19450415,19450920,1945
lottr101,Lott,Raymond,R,R,CAG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450818,19450818,1945
loudl101,Louden,Lou,R,R,BIR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19451021,19451021,1945
loudl101,Louden,Lou,R,R,NY6,45,0,0,0,37,0,0,0,0,3,0,3,6,0,0,0,19450401,19450930,1945
loudl101,Louden,Lou,R,R,PHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945
mackb102,Mackey,Biz,B,R,NW2,36,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,19450506,19450916,1945
mackg102,Mack,George,?,?,NY5,12,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,19450512,19450917,1945
maile101,Mailho,Emil,L,L,SPZ,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19451021,19451021,1945
marcz101,Marcell,Ziggy,R,R,KCR,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19450926,19451010,1945
markj101,Markham,Johnny,R,R,BIR,21,18,8,10,0,0,1,0,0,0,0,0,0,0,0,0,19450408,19451021,1945
marsj104,Marshall,Jack,R,R,CAG,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19450805,19450805,1945
martr105,Martinez,Rabbit,R,R,ASE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19450729,19450729,1945
martr105,Martinez,Rabbit,R,R,NY6,29,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,19450506,19450909,1945
massg102,Massingale,Garcia,?,?,KCM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
mastu101,Mast,,?,?,CAG,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450423,19450423,1945
matcj101,Matchett,Jack,L,R,KCM,25,7,2,5,0,0,0,0,0,4,0,1,5,0,2,0,19450413,19450930,1945
mathv101,Mathis,Verdell,L,L,ASW,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
mathv101,Mathis,Verdell,L,L,MEM,41,28,23,5,0,1,0,0,0,3,4,2,8,0,1,0,19450408,19450926,1945
mathv101,Mathis,Verdell,L,L,SAS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
mattf101,Matthews,Fran,L,L,NW2,21,0,0,0,0,12,0,0,0,1,6,0,7,0,0,0,19450506,19450930,1945
mcalf101,McAllister,Frank,R,R,BLG,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19450415,19450415,1945
mccah102,McCall,Henry,L,L,CAG,10,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,19450520,19450910,1945
mcclj105,McClain,Jeep,B,R,PH5,6,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,19450725,19450916,1945
mccof101,McCormick,Frank,R,R,CDA,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19451007,19451014,1945
mccow102,McCoy,Walter,R,R,CAG,31,30,22,8,0,0,0,0,0,0,0,0,0,0,0,0,19450422,19450926,1945
mcdab101,McDaniel,Booker,R,R,ASW,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450729,19450729,1945
mcdab101,McDaniel,Booker,R,R,KCM,45,44,28,16,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19450930,1945
mcdaf101,McDaniel,Fred,L,R,MEM,20,0,0,0,0,0,0,0,1,12,1,0,13,0,0,0,19450415,19450903,1945
mcdut101,McDuffie,Terris,R,R,NW2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,19450506,19450530,1945
mckig101,McKinnis,Gready,R,L,BIR,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19451004,19451004,1945
mckig101,McKinnis,Gready,R,L,CAG,21,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,19450603,19450925,1945
mclaf102,McLaurin,Felix,B,R,NY5,30,0,0,0,0,0,0,0,0,1,27,0,28,0,0,0,19450512,19450927,1945
mclaj105,McLaurin,Jack,?,?,BIR,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19450624,19451021,1945
mcmew101,McMeans,Willie,?,?,CAG,13,7,3,4,0,2,0,0,0,3,0,0,3,0,1,0,19450424,19450902,1945
mcmuc101,McMullen,Clarence,L,R,KCM,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,19450816,19450826,1945
mcnec101,McNeal,Clyde,R,R,CAG,10,1,0,1,0,0,0,0,5,4,0,0,4,0,0,0,19450717,19450915,1945
mcquj102,McQueen,John Henry,R,R,NY5,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,19450512,19450524,1945
medil101,Medina,Lazaro,L,R,CIA,26,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,19450604,19450926,1945
merch101,Merchant,Henry,L,L,CIA,25,5,4,1,0,0,0,0,0,0,16,2,18,0,0,0,19450422,19450921,1945
merch101,Merchant,Henry,L,L,KCM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19450527,19450527,1945
metkg101,Metkovich,George,L,L,VDA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19451009,19451009,1945
milej102,Miles,John,R,R,KCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945
mille104,Miller,Eddie,R,R,VDA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19451009,19451009,1945
millf106,Miller,Flash,R,R,NY5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19450624,19450624,1945
millf107,Millican,Fred,L,R,VDA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19451010,19451010,1945
millh104,Miller,Henry,R,R,PH5,8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,19450623,19450805,1945
mirop101,Miro,Pedro,?,?,NY6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19450408,19450415,1945
mondu101,Mondell,,?,?,BLG,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19450812,19450817,1945
moodl101,Moody,Lee,R,R,KCM,58,0,0,0,0,46,2,1,1,1,1,0,2,0,0,0,19450408,19450920,1945
moren101,Moreland,Nate,R,L,BLG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450903,19450903,1945
moren101,Moreland,Nate,R,L,KCM,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450824,19450824,1945
moren101,Moreland,Nate,R,L,KCR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19450926,19451007,1945
morgs101,Morgan,Sack,?,L,BLG,9,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,19450529,19450831,1945
morrb104,Morris,Barney,L,R,NY6,14,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,19450408,19451004,1945
mungv101,Mungo,Van,R,R,CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945
navar101,Navarro,Raul,?,?,CIA,25,0,0,0,6,0,0,0,3,10,0,1,11,0,1,0,19450422,19450920,1945
nelsc102,Nelson,Clyde,R,R,CAG,34,0,0,0,0,3,0,25,0,2,0,2,4,0,0,0,19450417,19450915,1945
nelsc102,Nelson,Clyde,R,R,KCR,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19451003,19451024,1945
newbj101,Newberry,Jimmie,R,R,BIR,30,29,17,12,0,0,0,0,0,0,0,0,0,0,0,0,19450409,19450927,1945
newcd101,Newcombe,Don,L,R,NNS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451007,1945
newcd101,Newcombe,Don,L,R,NW2,22,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,19450511,19450930,1945
nicer101,Nicely,Roy,R,R,SPZ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19451021,19451021,1945
noblb101,Noble,Bill,?,?,NY6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19450904,19450904,1945
noblr101,Noble,Ray,R,R,NY6,35,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,19450408,19450909,1945
olivj101,Oliver,Jim,R,R,BIR,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,19450408,19450702,1945
olivj102,Oliver,John Henry,R,R,MEM,13,0,0,0,0,0,2,0,0,10,0,0,10,0,0,0,19450603,19450723,1945
oneie102,O`Neill,Emmett,R,R,VDA,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19451007,19451009,1945
paget101,Page,Ted,L,R,HOM,4,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,19450721,19450725,1945
paigs101,Paige,Satchel,R,R,BIR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19450809,19450809,1945
paigs101,Paige,Satchel,R,R,KCM,17,16,13,3,0,0,0,0,0,0,0,0,0,0,1,0,19450530,19450909,1945
paigs101,Paige,Satchel,R,R,KCR,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19451003,19451024,1945
palmc101,Palm,Clarence,R,R,NY5,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19450701,19450901,1945
palmc101,Palm,Clarence,R,R,PH5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,19450609,19450617,1945
palmc102,Palmer,Curtis,?,?,BIR,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19450813,19450813,1945
